序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,口碑方差,备注,综合加权满意度,特色活动与玩法,数据来源
126,西欧,德国,,黑森林,黑森林,Black Forest,景区,自然森林,申根签证,8.8,7.0,5.0,8.0,7.0,3岁以上,总体适合家庭,6,800,RMB,6.0,6.0,夏秋,5-10月,8.0,7.5,8.0,8.5,8.0,2.0,德国黑森林自然森林,7.57,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
127,西欧,比利时,,布鲁日,布鲁日运河古城,Bruges Canals & Old Town,景区,运河古城,申根签证,9.2,6.0,7.0,10.0,8.0,6岁以上,需能独立行走,4,900,RMB,8.0,7.0,春夏秋,4-10月,9.0,9.0,8.0,7.5,7.5,1.0,比利时布鲁日运河古城,8.2,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
128,西欧,比利时,,布鲁塞尔,布鲁塞尔大广场,"Grand Place, Brussels",景区,历史广场,申根签证,8.8,6.0,7.0,8.0,8.0,3岁以上,游览轻松,2,900,RMB,9.0,8.0,夏,5-9月,9.0,9.0,8.0,7.5,7.5,1.6,比利时布鲁塞尔历史广场,8.11,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
129,西欧,法国,,巴黎,埃菲尔铁塔,Eiffel Tower,景区,城市地标,申根签证,9.2,8.0,7.0,10.0,9.0,全年龄,轻松游览,2,1200,RMB,9.0,8.0,四季,4-6月/9-10月,9.0,10.0,7.0,7.5,7.0,1.6,巴黎永恒地标，塞纳河畔的铁娘子,8.49,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
130,西欧,法国,,巴黎,卢浮宫,Louvre Museum,景区,艺术博物馆,申根签证,9.4,7.0,6.0,9.0,9.0,3-14岁,适合家庭,4,1200,RMB,9.0,8.0,四季,4-6月/9-10月,10.0,10.0,7.5,7.5,7.0,0.9,世界最大博物馆，蒙娜丽莎与胜利女神,8.46,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
131,西欧,法国,,巴黎,巴黎圣母院,Notre-Dame de Paris,景区,宗教建筑,申根签证,9.0,6.0,6.0,9.0,9.0,3岁以上,游览轻松,2,1100,RMB,10.0,8.0,四季,4-6月/9-10月,9.5,9.5,8.0,7.0,6.5,1.7,法国巴黎宗教建筑,8.25,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
132,西欧,法国,,巴黎,凡尔赛宫,Palace of Versailles,景区,皇家宫殿,申根签证,9.3,7.0,6.0,9.0,8.0,3-14岁,适合家庭,4,1200,RMB,9.0,7.0,春夏秋,4-10月,10.0,9.5,7.0,7.0,6.5,1.1,太阳王的宫殿，镜厅与法式花园的极致,8.15,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
133,西欧,法国,,巴黎,圣心大教堂·蒙马特,Sacré-Cœur & Montmartre,景区,宗教/艺术,申根签证,9.0,6.0,5.0,9.0,9.0,6岁以上,建议学龄,3,1100,RMB,9.0,8.0,春夏秋,4-10月,8.5,9.0,8.0,7.0,6.5,1.3,法国巴黎宗教/艺术,7.96,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
134,西欧,法国,,科尔马,科尔马小镇,Colmar,景区,童话小镇,申根签证,9.0,7.0,7.0,10.0,8.0,全年龄,轻松游览,3,900,RMB,6.0,7.0,圣诞/夏,5-9月/12月,8.0,8.0,8.0,7.5,7.0,1.7,法国科尔马童话小镇,7.81,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
135,西欧,法国,,斯特拉斯堡,斯特拉斯堡大教堂·老城,Strasbourg Cathedral & Old Town,景区,历史文化,申根签证,8.8,6.0,6.0,9.0,8.0,3岁以上,游览轻松,3,900,RMB,7.0,7.0,圣诞/春夏,4-9月/12月,8.5,8.5,8.0,7.5,7.0,1.8,法国斯特拉斯堡历史文化,7.77,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
136,西欧,法国,,尼斯,蔚蓝海岸(尼斯·戛纳·摩纳哥),French Riviera,景区,海滨度假,申根签证,9.0,6.0,6.0,10.0,8.0,6岁以上,需能独立行走,4,1300,RMB,7.0,7.0,夏,5-9月,8.0,9.0,6.5,7.5,7.0,1.5,法国尼斯海滨度假,7.77,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
137,西欧,法国,,圣米歇尔山,圣米歇尔山,Mont Saint-Michel,景区,历史建筑,申根签证,9.3,6.0,4.0,9.0,8.0,8岁以上,有体力要求,4,900,RMB,6.0,6.0,春夏秋,5-9月,10.0,8.0,7.5,7.5,7.0,1.8,法国圣米歇尔山历史建筑,7.67,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
138,西欧,法国,,吉维尼,莫奈花园,"Monet's Garden, Giverny",景区,艺术园林,申根签证,9.0,6.0,7.0,9.0,8.0,3岁以上,游览轻松,2,900,RMB,7.0,5.0,春夏,4-7月,8.5,7.5,8.0,7.5,7.0,1.6,法国吉维尼艺术园林,7.66,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
139,西欧,法国,,卢瓦尔河谷,卢瓦尔河谷城堡群,Loire Valley Châteaux,景区,历史城堡,申根签证,9.0,7.0,5.0,9.0,7.0,4岁以上,有互动项目,6,900,RMB,6.0,6.0,春夏,4-9月,9.5,8.0,7.5,7.5,7.0,1.7,法国卢瓦尔河谷历史城堡,7.65,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
140,西欧,法国,,波尔多,波尔多酒庄,Bordeaux Vineyards,景区,葡萄酒庄,申根签证,8.8,5.0,6.0,9.0,7.0,6岁以上,需能独立行走,4,1000,RMB,7.0,6.0,秋,9-10月,8.5,8.5,7.0,7.5,7.0,2.0,法国波尔多葡萄酒庄,7.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
141,西欧,法国,,巴黎,巴黎迪士尼乐园,Disneyland Paris,景区,主题乐园,申根签证,8.5,10.0,5.0,8.0,5.0,3-14岁,经典亲子乐园,8,1500,RMB,9.0,7.0,四季,4-10月,7.0,9.0,6.0,7.0,6.5,2.1,法国巴黎主题乐园,7.51,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
142,西欧,法国,,普罗旺斯,普罗旺斯薰衣草田,"Lavender Fields, Provence",景区,自然花田,申根签证,9.2,6.0,5.0,10.0,7.0,6岁以上,建议学龄,5,900,RMB,6.0,4.0,夏,6-8月,8.5,7.5,7.5,7.5,7.0,1.9,法国普罗旺斯自然花田,7.45,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
143,西欧,法国,,阿维尼翁,阿维尼翁教皇宫,"Palais des Papes, Avignon",景区,历史文化,申根签证,8.5,5.0,5.0,8.0,8.0,6岁以上,历史类年龄太小兴趣低,3,800,RMB,6.0,6.0,春夏,4-9月,9.0,7.5,8.0,7.5,7.0,2.0,法国阿维尼翁历史文化,7.36,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
144,西欧,爱尔兰,,都柏林,圣三一学院·凯尔经,Trinity College & Book of Kells,景区,历史文化,英国/爱尔兰签证,8.8,6.0,6.0,8.0,9.0,3岁以上,游览轻松,2,1000,RMB,8.0,7.0,夏,5-9月,9.0,9.0,8.0,8.5,8.0,1.2,爱尔兰都柏林历史文化,8.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
145,西欧,爱尔兰,,莫赫,莫赫悬崖,Cliffs of Moher,景区,自然悬崖,英国/爱尔兰签证,9.3,5.0,4.0,9.0,8.0,8岁以上,有体力要求,3,900,RMB,5.0,5.0,夏,5-9月,9.0,7.5,8.0,8.5,8.0,1.5,爱尔兰莫赫自然悬崖,7.57,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
146,西欧,爱尔兰,,凯里,凯里之环,Ring of Kerry,景区,自然海岸,英国/爱尔兰签证,9.0,5.0,5.0,9.0,7.0,6岁以上,建议学龄,8,900,RMB,5.0,5.0,夏,5-9月,8.5,7.0,8.0,8.5,8.0,1.5,爱尔兰凯里自然海岸,7.43,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
147,西欧,瑞士,,因特拉肯,少女峰,"Jungfrau, Interlaken",景区,雪山观光,申根签证,9.5,7.0,6.0,10.0,8.0,6岁以上,高海拔但缆车可达,6,1500,RMB,7.0,6.0,夏,6-9月,9.5,9.5,6.5,9.5,9.0,1.2,欧洲之巅，齿轮火车穿越阿尔卑斯冰川,8.49,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
148,西欧,瑞士,,卢塞恩,卢塞恩·琉森湖,Lucerne & Lake Lucerne,景区,湖泊城市,申根签证,9.3,7.0,7.0,10.0,8.0,全年龄,轻松游览,3,1400,RMB,7.0,7.0,夏,5-9月,8.5,9.5,6.5,9.5,9.0,1.3,瑞士卢塞恩湖泊城市,8.45,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
149,西欧,瑞士,,伯尔尼,伯尔尼老城,Bern Old Town,景区,历史古城,申根签证,8.8,6.0,7.0,8.0,8.0,3岁以上,游览轻松,3,1300,RMB,8.0,7.0,夏,5-9月,8.5,9.5,7.0,9.5,9.0,1.6,瑞士伯尔尼历史古城,8.28,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
150,西欧,瑞士,,蒙特勒,蒙特勒·西庸城堡,Montreux & Château de Chillon,景区,湖畔城堡,申根签证,9.0,6.0,6.0,10.0,8.0,3岁以上,游览轻松,3,1300,RMB,7.0,7.0,夏,5-9月,8.5,9.0,7.0,9.5,9.0,1.1,瑞士蒙特勒湖畔城堡,8.28,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
151,西欧,瑞士,,圣莫里茨,冰川快车·伯尔尼纳快线,Glacier Express & Bernina,景区,景观铁路,申根签证,9.5,6.0,7.0,10.0,7.0,8岁以上,冰面行走需注意,6,1500,RMB,6.0,6.0,夏冬,6-9月/12-3月,9.0,9.0,6.5,9.5,9.0,1.4,瑞士圣莫里茨景观铁路,8.24,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
152,西欧,瑞士,,日内瓦,日内瓦湖·大喷泉,Lake Geneva & Jet d'Eau,景区,湖泊城市,申根签证,8.5,6.0,7.0,9.0,8.0,3岁以上,游览轻松,3,1500,RMB,8.0,7.0,夏,5-9月,7.5,9.5,6.0,9.5,9.0,1.5,瑞士日内瓦湖泊城市,8.15,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
153,西欧,瑞士,,采尔马特,马特洪峰,"Matterhorn, Zermatt",景区,雪山小镇,申根签证,9.5,5.0,4.0,10.0,8.0,8岁以上,高山区域,5,1500,RMB,6.0,5.0,夏冬,6-9月/12-3月,9.5,9.0,6.5,9.5,9.0,1.2,瑞士采尔马特雪山小镇,8.08,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
154,西欧,瑞士,,格林德瓦,格林德瓦(梦幻山坡),Grindelwald First,景区,雪山徒步,申根签证,9.3,6.0,4.0,9.0,8.0,8岁以上,有体力要求,5,1400,RMB,6.0,5.0,夏,6-9月,9.0,8.5,6.5,9.5,9.0,1.3,瑞士格林德瓦雪山徒步,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
155,西欧,英国,,伦敦,大英博物馆,British Museum,景区,博物馆,英国签证,9.3,8.0,7.0,8.0,9.0,3-14岁,适合家庭,4,1200,RMB,9.0,8.0,四季,4-9月,10.0,10.0,9.0,8.0,7.5,0.8,人类文明百科全书，免费开放的世界宝库,8.69,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
156,西欧,英国,,伦敦,伦敦塔·塔桥,Tower of London & Tower Bridge,景区,历史建筑,英国签证,9.2,7.0,6.0,8.0,9.0,3岁以上,游览轻松,3,1200,RMB,10.0,8.0,四季,4-9月,9.5,10.0,7.5,7.5,7.0,1.5,英国伦敦历史建筑,8.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
157,西欧,英国,,伦敦,白金汉宫·威斯敏斯特,Buckingham Palace & Westminster,景区,皇家建筑,英国签证,9.0,7.0,7.0,8.0,9.0,3-14岁,适合家庭,4,1200,RMB,10.0,8.0,夏,6-9月,9.0,10.0,7.5,7.5,7.0,1.3,英国伦敦皇家建筑,8.35,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
158,西欧,英国,,爱丁堡,爱丁堡城堡·皇家英里,Edinburgh Castle & Royal Mile,景区,历史城堡,英国签证,9.2,7.0,5.0,9.0,9.0,4岁以上,有互动项目,4,1000,RMB,8.0,7.0,夏,6-9月,9.0,9.0,8.0,8.0,7.5,1.5,英国爱丁堡历史城堡,8.18,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
159,西欧,英国,,巴斯,巴斯罗马浴场·皇家新月,Roman Baths & Royal Crescent,景区,历史温泉,英国签证,9.0,6.0,7.0,9.0,8.0,3岁以上,游览轻松,3,900,RMB,7.0,7.0,春夏,4-9月,9.0,8.5,8.0,8.0,7.5,1.5,英国巴斯历史温泉,8.01,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
160,西欧,英国,,牛津,牛津大学城,Oxford University,景区,大学城,英国签证,8.8,6.0,6.0,8.0,8.0,3岁以上,游览轻松,3,900,RMB,8.0,7.0,春夏,4-9月,9.0,8.5,8.0,8.0,7.5,1.5,英国牛津大学城,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
161,西欧,英国,,约克,约克大教堂·肉铺街,York Minster & Shambles,景区,中世纪城市,英国签证,8.8,6.0,6.0,8.0,8.0,3岁以上,游览轻松,3,800,RMB,7.0,7.0,夏,5-9月,8.5,8.5,8.5,8.0,7.5,1.6,英国约克中世纪城市,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
162,西欧,英国,,湖区,英国湖区,Lake District,景区,自然湖泊,英国签证,9.0,6.0,5.0,9.0,8.0,6岁以上,建议学龄,6,900,RMB,6.0,5.0,夏,5-9月,8.5,8.0,8.0,8.0,7.5,1.6,英国湖区自然湖泊,7.63,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
163,西欧,英国,,科茨沃尔德,科茨沃尔德田园,Cotswolds,景区,田园村落,英国签证,9.0,6.0,6.0,10.0,7.0,6岁以上,需能独立行走,5,900,RMB,6.0,6.0,春夏,4-9月,8.0,7.5,8.0,8.0,7.5,1.4,英国科茨沃尔德田园村落,7.65,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
164,西欧,英国,,巨石阵,巨石阵,Stonehenge,景区,史前遗迹,英国签证,8.5,5.0,6.0,7.0,7.0,3岁以上,游览轻松,2,900,RMB,7.0,7.0,夏,5-9月,9.5,8.0,7.5,8.0,7.5,1.6,英国巨石阵史前遗迹,7.57,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
165,西欧,荷兰,,阿姆斯特丹,阿姆斯特丹运河·梵高博物馆,Amsterdam Canals & Van Gogh Museum,景区,运河艺术,申根签证,9.0,7.0,7.0,9.0,9.0,3-14岁,适合家庭,4,1000,RMB,9.0,8.0,春夏,4-9月,9.0,9.5,7.5,8.5,8.0,1.3,荷兰阿姆斯特丹运河艺术,8.51,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
166,西欧,荷兰,,利瑟,库肯霍夫郁金香花园,Keukenhof Gardens,景区,花卉园林,申根签证,9.3,8.0,7.0,9.0,7.0,全年龄,轻松游览,3,1000,RMB,8.0,3.0,春,3-5月,8.5,9.0,7.5,8.5,8.0,1.3,荷兰利瑟花卉园林,8.11,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
167,西欧,荷兰,,鹿特丹,鹿特丹现代建筑群,Rotterdam Modern Architecture,景区,现代建筑,申根签证,8.3,6.0,7.0,7.0,8.0,3岁以上,游览轻松,3,900,RMB,8.0,8.0,春夏秋,4-10月,7.5,9.0,8.0,8.5,8.0,1.4,荷兰鹿特丹现代建筑,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
168,西欧,荷兰,,羊角村,羊角村,Giethoorn,景区,水乡小镇,申根签证,9.0,7.0,7.0,10.0,7.0,全年龄,轻松游览,3,800,RMB,6.0,6.0,春夏,4-9月,7.5,7.5,8.0,8.5,8.0,1.5,荷兰羊角村水乡小镇,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
169,高加索,亚美尼亚,,埃里温,埃里温阶梯·共和国广场,Yerevan Cascade,景区,城市文化,互免签证,8.5,6.0,6.0,8.0,9.0,3岁以上,游览轻松,3,250,RMB,5.0,7.0,夏秋,6-10月,8.0,7.0,9.5,7.9,7.6,1.7,亚美尼亚埃里温城市文化,7.54,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
170,高加索,亚美尼亚,,加尔尼,加尔尼神庙·格加尔德,Garni & Geghard,景区,历史文化,互免签证,8.8,5.0,5.0,8.0,8.0,6岁以上,历史类年龄太小兴趣低,4,250,RMB,5.0,7.0,夏秋,5-10月,9.5,6.5,9.5,7.9,7.6,1.1,亚美尼亚加尔尼历史文化,7.52,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
171,高加索,格鲁吉亚,,第比利斯,第比利斯老城·硫磺浴,Tbilisi Old Town,景区,历史温泉,互免签证,9.0,6.0,6.0,9.0,9.0,6岁以上,需能独立行走,4,300,RMB,6.0,7.0,春秋,4-6月/9-10月,8.5,7.5,9.5,8.2,7.9,1.6,格鲁吉亚第比利斯历史温泉,7.94,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
172,高加索,格鲁吉亚,,西格纳吉,卡赫季葡萄酒产区,Kakheti Wine Region,景区,葡萄酒庄,互免签证,8.5,5.0,5.0,9.0,7.0,6岁以上,建议学龄,5,250,RMB,5.0,6.0,秋,9-10月,8.0,6.5,10.0,8.2,7.9,1.7,格鲁吉亚西格纳吉葡萄酒庄,7.41,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
173,高加索,格鲁吉亚,,卡兹别吉,卡兹别吉·三位一体教堂,Kazbegi & Gergeti Trinity,景区,自然宗教,互免签证,9.2,4.0,3.0,9.0,8.0,10岁以上,体力要求较高,5,300,RMB,5.0,5.0,夏,6-9月,9.0,6.0,9.5,8.2,7.9,2.0,格鲁吉亚卡兹别吉自然宗教,7.36,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + europe_scenic_report_2026.xlsx
