序号,区域,国家,省份/州,城市,景区名称(中),景区名称(英),大类,细分类型,中国签证政策,游客口碑,亲子友好度,老人友好度,夫妻友好度,一人游友好度,适合儿童年龄段,儿童出行备注,建议游览时长,日均预算,预算货币,交通可达性,全年适宜度,最佳旅游季节,最佳月份,文化/生态/独特价值,基础设施与配套,性价比,旅游安全度,华人安全度,口碑方差,备注,综合加权满意度,特色活动与玩法,数据来源
142,东南亚,马来西亚,,怡保,怡保旧城区,Ipoh Old Town,景区,历史美食,互免签证,8.2,6.0,6.0,8.0,8.0,3岁以上,游览轻松，幼儿可参与,3,350,RMB,7.0,8.0,全年,全年,7.5,7.5,9.0,7.5,8.0,2.0,马来西亚怡保历史美食,7.63,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
143,东南亚,马来西亚,,兰卡威,兰卡威群岛,Langkawi Islands,景区,海岛度假,互免签证,8.5,7.0,5.0,9.0,7.0,8岁以上,中等体力要求,5,500,RMB,7.0,7.0,冬春,12-3月,7.5,8.0,8.0,7.5,8.0,2.0,马来西亚兰卡威海岛度假,7.64,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
144,东南亚,马来西亚,,沙巴,京那巴鲁山·仙本那,Mt Kinabalu & Semporna,景区,自然山海,互免签证,9.0,6.0,3.0,8.0,8.0,12岁以上,高海拔登山，仅限12+,6,500,RMB,6.0,6.0,春,3-5月,9.0,7.0,8.5,7.5,8.0,1.5,马来西亚沙巴自然山海,7.47,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
145,东南亚,马来西亚,,吉隆坡,云顶高原,Genting Highlands,景区,度假娱乐,互免签证,8.0,8.0,5.0,7.0,6.0,6岁以上,步行量中等,4,600,RMB,8.0,8.0,四季,全年,6.5,8.5,7.0,7.5,8.0,1.8,马来西亚吉隆坡度假娱乐,7.42,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
146,东南亚,马来西亚,,沙捞越,姆鲁国家公园,Mulu National Park,景区,自然溶洞,互免签证,8.5,4.0,3.0,7.0,7.0,10岁以上,体力要求较高,6,600,RMB,4.0,5.0,春秋,3-5月/9-10月,9.5,6.5,7.5,7.5,8.0,1.7,马来西亚沙捞越自然溶洞,6.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
147,东南亚,马来西亚,,沙巴,京那巴鲁公园,,景区,自然生态,否,9.0,7.0,5.8,8.8,8.5,8岁+,,1-2天,1700,RMB,6.5,7.3,2-4月,,9.2,6.2,8.5,8.2,8.0,1.4,马来西亚沙巴自然生态,7.88,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
148,东南亚,马来西亚,,槟城,乔治市,,景区,文化城市,否,8.8,8.0,7.8,8.7,8.6,5-15岁,,1-2天,1200,RMB,8.0,8.3,12月-次年3月,,8.4,8.1,9.0,8.2,8.4,2.0,马来西亚槟城文化城市,8.38,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
149,东欧,俄罗斯,,莫斯科,克里姆林宫·红场,Kremlin & Red Square,景区,历史文化,免签(团签),9.5,6.0,5.0,9.0,9.0,6岁以上,步行量中等,4,700,RMB,8.0,6.0,夏,5-9月,10.0,9.0,8.0,6.6,6.1,0.7,俄罗斯莫斯科历史文化,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
150,东欧,俄罗斯,,圣彼得堡,冬宫(艾尔米塔什),Hermitage Museum,景区,艺术博物馆,免签(团签),9.5,6.0,6.0,9.0,9.0,6岁以上,有一定步行量，需能独立行走,4,700,RMB,7.0,6.0,夏,5-9月,10.0,9.0,8.0,6.6,6.1,1.1,俄罗斯圣彼得堡艺术博物馆,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
151,东欧,俄罗斯,,莫斯科,圣瓦西里大教堂,St Basil's Cathedral,景区,宗教建筑,免签(团签),9.3,6.0,6.0,9.0,9.0,3岁以上,游览轻松，幼儿可参与,2,700,RMB,8.0,7.0,夏,5-9月,9.5,9.0,7.5,6.6,6.1,1.4,俄罗斯莫斯科宗教建筑,7.91,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
152,东欧,俄罗斯,,圣彼得堡,彼得夏宫,Peterhof Palace,景区,皇家园林,免签(团签),9.3,7.0,6.0,9.0,8.0,3-14岁,难度适中，有儿童友好设施,4,700,RMB,7.0,5.0,夏,5-9月,9.5,8.5,7.5,6.6,6.1,1.3,俄罗斯圣彼得堡皇家园林,7.7,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
153,东欧,俄罗斯,,莫斯科,克里姆林宫与红场,,景区,历史文化,,9.5,6.0,7.0,8.5,9.0,,,5,120,USD,9.0,5.0,夏,6-9月,10.0,8.5,7.5,6.0,5.5,1.1,俄罗斯莫斯科历史文化,7.82,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
154,东欧,俄罗斯,,圣彼得堡,冬宫(埃尔米塔日博物馆),,景区,文化艺术,,9.5,5.0,7.0,9.0,9.5,,,6,130,USD,8.0,5.0,夏,6-8月,10.0,8.5,7.0,6.0,5.5,0.9,俄罗斯圣彼得堡文化艺术,7.7,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
155,东欧,俄罗斯,,喀山,喀山克里姆林宫,Kazan Kremlin,景区,历史文化,免签(团签),8.5,5.0,5.0,8.0,8.0,6岁以上,步行量中等,3,500,RMB,6.0,6.0,夏,6-9月,9.0,8.0,8.5,6.4,6.1,1.6,俄罗斯喀山历史文化,7.24,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
156,东欧,俄罗斯,,符拉迪沃斯托克,海参崴,Vladivostok,景区,海港城市,免签(电子签),8.3,5.0,5.0,8.0,8.0,6岁以上,步行量中等,3,500,RMB,7.0,6.0,夏秋,6-10月,7.5,7.5,8.0,6.4,6.1,1.8,俄罗斯符拉迪沃斯托克海港城市,7.05,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
157,东欧,俄罗斯,,索契,索契·红波利亚纳,Sochi & Krasnaya Polyana,景区,海滨山地,免签(团签),8.5,7.0,5.0,8.0,7.0,8岁以上,中等体力要求,5,600,RMB,6.0,5.0,夏冬,6-9月/12-3月,7.5,8.0,7.5,6.4,6.1,1.8,俄罗斯索契海滨山地,7.04,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
158,东欧,俄罗斯,,贝加尔湖,贝加尔湖,Lake Baikal,景区,自然湖泊,免签(团签),9.5,5.0,3.0,9.0,8.0,8岁以上,偏远寒冷，条件有限,6,600,RMB,5.0,3.0,夏冬,7-8月/1-3月,10.0,6.0,8.0,6.5,6.5,1.7,俄罗斯贝加尔湖自然湖泊,7.04,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
159,东欧,保加利亚,,普罗夫迪夫,普罗夫迪夫古城与罗马剧场,,景区,历史文化,,8.5,5.0,6.0,8.0,8.5,,,4,35,USD,7.0,7.0,夏秋,5-10月,9.0,7.0,9.5,8.0,7.5,1.7,保加利亚普罗夫迪夫历史文化,7.73,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
160,东欧,保加利亚,,里拉,里拉修道院,Rila Monastery,景区,宗教文化,免签30天,9.0,5.0,5.0,8.0,8.0,6岁以上,步行量中等,4,300,RMB,5.0,6.0,夏秋,5-10月,9.5,7.0,9.5,7.5,7.5,0.9,保加利亚里拉宗教文化,7.5,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
161,东欧,保加利亚,,索非亚,涅夫斯基大教堂,Alexander Nevsky Cathedral,景区,宗教建筑,免签30天,8.5,5.0,5.0,8.0,8.0,6岁以上,步行量中等,2,300,RMB,6.0,7.0,夏,5-9月,8.5,7.5,9.0,7.5,7.5,1.9,保加利亚索非亚宗教建筑,7.47,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
162,东欧,克罗地亚,,杜布罗夫尼克,杜布罗夫尼克老城,Dubrovnik Old Town,景区,历史城墙,免签30天,9.5,5.0,5.0,10.0,8.0,6岁以上,步行量中等,4,800,RMB,6.0,6.0,夏秋,5-10月,10.0,8.5,7.5,8.2,7.7,1.4,权力的游戏君临城，亚得里亚海明珠,7.97,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
163,东欧,克罗地亚,,斯普利特,戴克里先宫,,景区,世界遗产,,8.8,5.0,6.0,9.0,8.5,,,4,120,USD,7.0,6.0,夏,5-9月,9.5,8.0,7.0,8.0,8.0,1.2,克罗地亚斯普利特世界遗产,7.83,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
164,东欧,克罗地亚,,十六湖,普利特维采湖群,Plitvice Lakes NP,景区,自然湖瀑,免签30天,9.5,6.0,4.0,9.0,8.0,8岁以上,有一定体力要求,5,600,RMB,5.0,6.0,春夏秋,5-10月,10.0,8.0,8.0,8.2,7.7,1.5,克罗地亚十六湖自然湖瀑,7.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
165,东欧,克罗地亚,,十六湖,普利特维采湖群国家公园,,景区,自然奇观,,9.5,7.0,5.0,9.0,8.0,,,6,100,USD,5.0,6.0,春夏秋,5-9月,10.0,7.5,7.0,8.0,8.0,1.0,克罗地亚十六湖自然奇观,7.8,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
166,东欧,克罗地亚,,斯普利特,戴克里先宫·老城,"Diocletian's Palace, Split",景区,历史建筑,免签30天,8.8,5.0,5.0,9.0,8.0,6岁以上,步行量中等,4,700,RMB,7.0,6.0,夏,5-10月,9.0,8.0,7.5,8.2,7.7,1.6,克罗地亚斯普利特历史建筑,7.73,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
167,东欧,克罗地亚,,杜布罗夫尼克,杜布罗夫尼克古城,,景区,文化海滨,是,9.3,7.4,6.7,9.5,8.7,6-15岁,,1天,2200,RMB,7.0,7.4,"5-6月, 9月",,9.2,7.8,7.2,8.4,7.6,1.6,克罗地亚杜布罗夫尼克文化海滨,8.16,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
168,东欧,克罗地亚,,普利特维采,十六湖国家公园,,景区,自然风光,是,9.4,8.2,6.5,8.8,8.2,5-12岁,,1天,1400,RMB,6.2,7.6,5-10月,,9.0,6.5,8.4,8.2,7.6,1.3,克罗地亚普利特维采自然风光,7.98,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
169,东欧,匈牙利,,布达佩斯,布达城堡与渔人堡,,景区,历史文化,,9.2,7.0,6.0,9.5,9.0,,,5,70,USD,9.0,7.0,春夏秋,4-10月,9.5,9.0,8.0,8.0,8.0,1.0,多瑙河畔的皇冠，俯瞰布达佩斯全景,8.47,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
170,东欧,匈牙利,,布达佩斯,匈牙利国会大厦与多瑙河夜景,,景区,都市地标,,9.2,6.0,7.0,9.5,9.0,,,4,70,USD,9.0,8.0,全年,4-6月/9-10月,9.5,9.0,7.5,8.0,8.0,1.4,匈牙利布达佩斯都市地标,8.46,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
171,东欧,匈牙利,,布达佩斯,渔人堡·布达城堡,Fisherman's Bastion & Buda,景区,历史建筑,免签30天,9.3,6.0,6.0,10.0,9.0,6岁以上,有一定步行量，需能独立行走,4,600,RMB,8.0,7.0,春夏秋,4-10月,9.0,9.0,8.5,8.0,7.5,1.4,匈牙利布达佩斯历史建筑,8.31,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
172,东欧,匈牙利,,布达佩斯,国会大厦·多瑙河夜游,Parliament & Danube Cruise,景区,城市建筑,免签30天,9.2,6.0,7.0,10.0,8.0,3岁以上,游览轻松，幼儿可参与,3,600,RMB,8.0,8.0,春夏秋,4-10月,9.0,9.0,8.0,8.0,7.5,1.4,匈牙利布达佩斯城市建筑,8.3,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
173,东欧,匈牙利,,布达佩斯,塞切尼温泉浴场,Széchenyi Thermal Bath,景区,温泉文化,免签30天,9.0,6.0,8.0,9.0,8.0,3岁以上,游览轻松，幼儿可参与,3,600,RMB,8.0,8.0,四季,全年,8.0,9.0,8.0,8.0,7.5,1.3,匈牙利布达佩斯温泉文化,8.14,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
174,东欧,匈牙利,,布达佩斯,多瑙河两岸+城堡山,,景区,城市文化,是,9.4,8.1,8.0,9.5,9.1,5-15岁,,1-2天,1500,RMB,9.0,8.4,"4-6月, 9-10月",,9.5,8.7,8.8,8.2,7.8,1.5,匈牙利布达佩斯城市文化,8.76,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
175,东欧,北马其顿,,奥赫里德,奥赫里德湖·老城,Lake Ohrid & Old Town,景区,自然文化,免签/有条件,9.0,6.0,5.0,9.0,8.0,6岁以上,步行量中等,4,250,RMB,5.0,6.0,夏,6-9月,9.5,7.0,9.5,8.0,7.5,1.6,北马其顿奥赫里德自然文化,7.7,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
176,东欧,北马其顿,,奥赫里德,奥赫里德湖与古城,,景区,世界遗产,,8.8,6.0,6.0,9.0,8.5,,,5,35,USD,5.0,6.0,夏秋,6-9月,9.5,6.0,10.0,7.5,7.0,1.5,北马其顿奥赫里德世界遗产,7.58,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
177,东欧,北马其顿,,斯科普里,斯科普里石桥·老城,Skopje Stone Bridge,景区,历史文化,免签/有条件,8.0,5.0,5.0,7.0,8.0,6岁以上,步行量中等,3,250,RMB,6.0,7.0,春秋,4-6月/9-10月,7.5,7.0,9.0,8.0,7.5,1.4,北马其顿斯科普里历史文化,7.22,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
178,东欧,塞尔维亚,,贝尔格莱德,贝尔格莱德要塞·圣萨瓦教堂,Belgrade Fortress & St Sava,景区,历史文化,互免签证,8.5,6.0,6.0,8.0,9.0,6岁以上,有一定步行量，需能独立行走,4,400,RMB,7.0,7.0,春夏秋,4-10月,8.5,8.0,9.0,7.9,7.9,1.5,塞尔维亚贝尔格莱德历史文化,7.86,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
179,东欧,塞尔维亚,,贝尔格莱德,卡莱梅格丹城堡与老城,,景区,历史文化,,8.5,6.0,6.0,8.5,9.0,,,4,50,USD,8.0,7.0,春夏秋,5-10月,8.5,7.5,9.5,7.5,7.5,1.2,塞尔维亚贝尔格莱德历史文化,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
180,东欧,塞尔维亚,,诺维萨德,彼得罗瓦拉丁要塞,Petrovaradin Fortress,景区,历史要塞,互免签证,8.3,5.0,5.0,8.0,8.0,6岁以上,步行量中等,3,350,RMB,6.0,7.0,夏,6-9月,8.0,7.0,9.0,7.9,7.9,1.8,塞尔维亚诺维萨德历史要塞,7.43,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
181,东欧,塞尔维亚,,兹拉蒂博尔,木头村·萨尔甘八号铁路,Drvengrad & Sargan Eight,景区,文化遗产,互免签证,8.5,6.0,5.0,8.0,7.0,6岁以上,步行量中等,4,300,RMB,5.0,6.0,夏秋,6-10月,8.0,6.5,9.0,7.9,7.9,1.9,塞尔维亚兹拉蒂博尔文化遗产,7.28,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
182,东欧,塞尔维亚,,贝尔格莱德,贝城+多瑙/萨瓦河城区,,景区,城市文化,互免/免签,8.5,7.5,7.2,8.4,8.6,6-15岁,,1-2天,1000,RMB,7.6,8.0,"4-6月, 9-10月",,8.0,7.5,9.0,7.5,7.8,2.0,塞尔维亚贝尔格莱德城市文化,7.97,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
183,东欧,拉脱维亚,,里加,里加老城,Riga Old Town,景区,历史文化,免签30天,8.8,5.0,5.0,8.0,9.0,6岁以上,步行量中等,4,450,RMB,7.0,7.0,夏,5-9月,9.0,8.5,8.5,8.5,8.0,1.5,拉脱维亚里加历史文化,7.93,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
184,东欧,捷克,,布拉格,布拉格老城广场与查理大桥,,景区,历史文化,,9.5,7.0,7.0,9.5,9.0,,,5,80,USD,9.0,8.0,春秋,4-6月/9-10月,10.0,9.0,7.0,8.5,8.5,0.9,中欧童话之城，天文钟每整点上演木偶秀,8.68,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
185,东欧,捷克,,克鲁姆洛夫,CK小镇(捷克克鲁姆洛夫),,景区,世界遗产,,9.5,6.0,6.0,10.0,8.5,,,5,90,USD,6.0,7.0,春夏秋,5-9月,10.0,8.0,8.0,8.5,8.5,1.0,捷克克鲁姆洛夫世界遗产,8.26,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
186,东欧,捷克,,卡罗维发利,卡罗维发利温泉镇,,景区,温泉文化,,8.5,5.0,8.0,9.0,8.0,,,4,100,USD,6.0,7.0,夏秋,5-10月,8.5,8.0,7.5,8.5,8.5,1.8,捷克卡罗维发利温泉文化,7.87,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
187,东欧,捷克,,布拉格,布拉格历史中心,,景区,文化城市,否,9.5,8.0,7.6,9.6,9.2,5-15岁,,1-2天,1600,RMB,8.8,8.3,"4-6月, 9-10月",,9.8,8.5,8.4,8.2,7.8,1.3,捷克布拉格文化城市,8.72,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
188,东欧,斯洛文尼亚,,布莱德,布莱德湖,,景区,自然+度假,是,8.9,8.5,7.8,9.0,8.2,4-12岁,,0.5-1天,1300,RMB,7.5,8.1,5-10月,,8.4,7.2,8.3,8.7,8.1,1.6,斯洛文尼亚布莱德自然+度假,8.26,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
189,东欧,波兰,,克拉科夫,瓦维尔城堡·老城,Wawel Castle & Old Town,景区,历史文化,免签30天,9.2,6.0,6.0,9.0,9.0,6岁以上,有一定步行量，需能独立行走,4,400,RMB,7.0,7.0,夏,5-9月,9.5,9.0,9.0,8.5,8.0,0.9,波兰克拉科夫历史文化,8.32,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
190,东欧,波兰,,克拉科夫,瓦维尔城堡与老城,,景区,历史文化,,9.0,6.0,7.0,8.5,9.0,,,5,80,USD,8.0,7.0,夏秋,5-9月,9.5,8.5,8.5,8.5,8.0,1.0,波兰克拉科夫历史文化,8.3,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
191,东欧,波兰,,华沙,华沙老城,Warsaw Old Town,景区,历史文化,免签30天,8.5,6.0,6.0,8.0,8.0,3岁以上,游览轻松，幼儿可参与,3,400,RMB,8.0,7.0,夏,5-9月,8.5,8.5,8.5,8.5,8.0,1.6,波兰华沙历史文化,7.98,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
192,东欧,波兰,,奥斯维辛,奥斯维辛集中营,Auschwitz-Birkenau,景区,历史纪念,免签30天,9.0,3.0,4.0,7.0,8.0,12岁以上,大屠杀纪念馆，内容沉重,4,350,RMB,6.0,8.0,春夏秋,4-10月,10.0,8.0,9.5,8.5,8.0,1.5,波兰奥斯维辛历史纪念,7.72,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
193,东欧,波兰,,克拉科夫,老城+瓦维尔城堡,,景区,文化城市,是,9.2,7.8,7.8,9.0,8.9,6-15岁,,1天,1200,RMB,8.2,8.2,"5-6月, 9月",,9.0,8.1,9.1,8.3,8.0,1.6,波兰克拉科夫文化城市,8.51,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
194,东欧,波黑,,莫斯塔尔,莫斯塔尔老桥,"Stari Most, Mostar",景区,历史建筑,互免签证,9.2,5.0,5.0,9.0,8.0,6岁以上,步行量中等,3,300,RMB,5.0,7.0,春夏秋,5-10月,9.5,7.0,9.5,8.0,8.0,1.5,波黑莫斯塔尔历史建筑,7.76,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
195,东欧,波黑,,萨拉热窝,巴什察尔希亚老城,"Bascarsija, Sarajevo",景区,历史文化,互免签证,9.0,5.0,5.0,8.0,9.0,6岁以上,步行量中等,4,300,RMB,6.0,7.0,春夏秋,4-10月,9.0,7.0,9.5,8.0,8.0,1.4,波黑萨拉热窝历史文化,7.73,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
196,东欧,波黑,,萨拉热窝,萨拉热窝老城巴什察尔希亚,,景区,历史文化,,8.5,5.0,6.0,8.0,9.0,,,4,40,USD,6.0,7.0,夏,5-10月,8.5,6.5,9.5,7.5,7.0,1.7,波黑萨拉热窝历史文化,7.46,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
197,东欧,波黑,,特拉夫尼克,特拉夫尼克古堡,Travnik Fortress,景区,历史要塞,互免签证,8.0,4.0,4.0,7.0,7.0,8岁以上,有一定体力要求,3,250,RMB,5.0,7.0,夏,6-9月,7.5,6.0,9.5,8.0,8.0,2.0,波黑特拉夫尼克历史要塞,6.95,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
198,东欧,波黑,,莫斯塔尔,老桥古城,,景区,文化遗产,互免/免签,8.9,6.2,5.9,9.0,8.3,8岁+,,0.5天,800,RMB,5.8,7.7,"4-6月, 9月",,8.6,5.5,9.0,7.4,7.0,2.1,波黑莫斯塔尔文化遗产,7.5,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
199,东欧,爱沙尼亚,,塔林,塔林老城,Tallinn Old Town,景区,历史文化,免签30天,9.0,6.0,6.0,9.0,9.0,6岁以上,有一定步行量，需能独立行走,4,500,RMB,7.0,7.0,夏,5-9月,9.5,9.0,8.5,9.0,8.5,0.9,爱沙尼亚塔林历史文化,8.36,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
200,东欧,白俄罗斯,,布列斯特,布列斯特要塞,Brest Fortress,景区,历史军事,互免签证,8.5,5.0,5.0,7.0,7.0,8岁以上,军事历史，低龄难理解,3,250,RMB,5.0,7.0,夏,6-8月,8.5,7.0,9.0,8.0,8.0,1.6,白俄罗斯布列斯特历史军事,7.31,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
201,东欧,白俄罗斯,,明斯克,独立大街·胜利广场,Independence Ave & Victory Sq,景区,城市文化,互免签证,8.0,5.0,5.0,7.0,7.0,6岁以上,步行量中等,3,300,RMB,6.0,7.0,夏,6-8月,7.5,7.5,8.5,8.0,8.0,1.9,白俄罗斯明斯克城市文化,7.24,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
202,东欧,罗马尼亚,,锡纳亚,佩莱斯城堡,,景区,历史文化,,9.0,6.0,6.0,9.0,8.0,,,3,50,USD,6.0,7.0,夏秋,5-10月,9.5,7.0,9.0,8.0,7.5,1.4,罗马尼亚锡纳亚历史文化,7.84,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
203,东欧,罗马尼亚,,布兰,布兰城堡(德古拉城堡),,景区,历史传说,,8.8,7.0,5.0,8.5,8.0,,,3,60,USD,6.0,7.0,春夏秋,5-10月,8.5,7.0,9.0,8.0,7.5,1.8,罗马尼亚布兰历史传说,7.68,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
204,东欧,罗马尼亚,,锡吉什瓦拉,锡吉什瓦拉历史中心,,景区,世界遗产,,8.5,5.0,6.0,8.5,8.5,,,3,45,USD,5.0,7.0,夏,6-9月,9.5,6.5,9.5,8.0,7.5,1.1,罗马尼亚锡吉什瓦拉世界遗产,7.6,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + international_scenic_spots
205,东欧,罗马尼亚,,布拉索夫,布朗城堡(德古拉),Bran Castle,景区,历史城堡,免签30天,8.5,7.0,5.0,8.0,8.0,6岁以上,步行量中等,3,350,RMB,6.0,7.0,夏秋,5-10月,8.0,7.0,8.5,7.5,7.5,2.0,罗马尼亚布拉索夫历史城堡,7.46,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
206,东欧,罗马尼亚,,锡吉什瓦拉,锡吉什瓦拉古城,Sighișoara Historic Centre,景区,历史古城,免签30天,8.5,5.0,5.0,8.0,8.0,6岁以上,步行量中等,3,300,RMB,5.0,7.0,夏,6-9月,9.0,6.5,9.0,7.5,7.5,1.4,罗马尼亚锡吉什瓦拉历史古城,7.34,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
207,东欧,罗马尼亚,,布拉索夫/锡纳亚,布兰城堡+佩莱什城堡,,景区,文化城堡,是,8.8,7.8,6.9,8.9,8.1,6-15岁,,1天,1100,RMB,7.0,7.9,5-10月,,8.5,6.9,8.9,7.6,7.1,1.8,罗马尼亚布拉索夫/锡纳亚文化城堡,7.89,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + 国际版景区评分模板
208,东欧,阿尔巴尼亚,,培拉特,培拉特千窗之城,Berat - City of Windows,景区,历史古城,互免签证,8.8,5.0,5.0,9.0,8.0,6岁以上,步行量中等,4,200,RMB,5.0,6.0,春夏秋,4-10月,9.0,6.0,9.5,7.5,7.5,2.1,阿尔巴尼亚培拉特历史古城,7.4,,携程/TripAdvisor/GPI/WEF-TTDI/Numbeo综合校准 + global_scenic_final_2026.xlsx
